source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_qty,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason,dedup_key,source_section
292,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine SUNDRY,SUNDRY,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-SUNDRY,Nissan Navara – YD25 engine - SUNDRY,stock,1,1,32264.00,5807.52,38071.52,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,SUNDRY,Service
293,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine FILTER ASSY-OIL,FILTER ASSY-OIL,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FILTER-ASSY-OIL,Nissan Navara – YD25 engine - FILTER ASSY-OIL,stock,1,1,105581.99,19004.76,124586.75,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FILTER ASSY OIL,Service
294,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine FILTER ASSY-FUE,FILTER ASSY-FUE,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-FILTER-ASSY-FUE,Nissan Navara – YD25 engine - FILTER ASSY-FUE,stock,1,1,134129.99,24143.40,158273.39,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,FILTER ASSY FUE,Service
295,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine ELEMENT ASSY,ELEMENT ASSY,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-ELEMENT-ASSY,Nissan Navara – YD25 engine - ELEMENT ASSY,stock,1,1,192931.00,34727.58,227658.58,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,ELEMENT ASSY,Service
296,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine GEAR OIL-HYPOID 1L,GEAR OIL-HYPOID 1L,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-GEAR-OIL-HYPOID-1L,Nissan Navara – YD25 engine - GEAR OIL-HYPOID 1L,stock,1,2.6,108228.10,19481.06,127709.16,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,GEAR OIL HYPOID 1L,Service
297,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine De-ionised water,De-ionised water,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-DE-IONISED-WATER,Nissan Navara – YD25 engine - De-ionised water,stock,1,0.2,8661.28,1559.03,10220.31,0.00,ready,ready,,DE IONISED WATER,Service
298,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine WASHER DRAIN,WASHER DRAIN,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WASHER-DRAIN,Nissan Navara – YD25 engine - WASHER DRAIN,stock,1,1,6273.34,1129.20,7402.54,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WASHER DRAIN,Service
300,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Labour,Labour,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-LABOUR,Nissan Navara – YD25 engine - Labour,service,0,1,50000.00,9000.00,59000.00,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,LABOUR,Service
301,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Wheel alignment,Wheel alignment,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WHEEL-ALIGNMENT,Nissan Navara – YD25 engine - Wheel alignment,service,0,1,93500.00,16830.00,110330.00,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WHEEL ALIGNMENT,Service
302,Nissan Navara – YD25 engine,Nissan Navara – YD25 engine Wheel balancing per tyre,Wheel balancing per tyre,Service,not supplied by workbook,PC,PCS,ASM-NISSAN-NAVARA-YD25-ENGINE-WHEEL-BALANCING-PER-TYRE,Nissan Navara – YD25 engine - Wheel balancing per tyre,service,0,4,62304.00,11214.72,73518.72,0.00,not_imported,ignored_previous_package_duplicate,same normalized source item name exists in previous catalog_audit.csv,WHEEL BALANCING PER TYRE,Service
